# Assembly name:  Release 6 plus ISO1 MT
# Description:    Release 6 plus ISO1 mitochondrial genome
# Organism name:  Drosophila melanogaster (fruit fly)
# Taxid:          7227
# BioSample:      SAMN02803731
# BioProject:     PRJNA13812
# Submitter:      The FlyBase Consortium/Berkeley Drosophila Genome Project/Celera Genomics
# Date:           2014-08-01
# Synonyms:       dm6	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# RefSeq category: Reference Genome
# GenBank assembly accession: GCA_000001215.4
# RefSeq assembly accession: GCF_000001215.4
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000001625.3	GCF_000001625.3	Primary Assembly
## GCA_000738905.1	GCF_000738905.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
211000022278944	unplaced-scaffold	na	na	DS485526.1	=	NW_001846815.1	Primary Assembly	1117	chrUn_DS485526v1
211000022279632	unplaced-scaffold	na	na	DS485527.1	=	NW_001846816.1	Primary Assembly	1117	chrUn_DS485527v1
211000022279576	unplaced-scaffold	na	na	DS485528.1	=	NW_001846817.1	Primary Assembly	1117	chrUn_DS485528v1
211000022279042	unplaced-scaffold	na	na	DS485529.1	=	NW_001846818.1	Primary Assembly	1117	chrUn_DS485529v1
211000022279769	unplaced-scaffold	na	na	DS485530.1	=	NW_001846819.1	Primary Assembly	1117	chrUn_DS485530v1
211000022279203	unplaced-scaffold	na	na	DS485531.1	=	NW_001846820.1	Primary Assembly	1116	chrUn_DS485531v1
211000022279618	unplaced-scaffold	na	na	DS485533.1	=	NW_001846822.1	Primary Assembly	1116	chrUn_DS485533v1
211000022279845	unplaced-scaffold	na	na	DS485535.1	=	NW_001846824.1	Primary Assembly	1116	chrUn_DS485535v1
211000022280312	unplaced-scaffold	na	na	DS485536.1	=	NW_001846825.1	Primary Assembly	1116	chrUn_DS485536v1
211000022279666	unplaced-scaffold	na	na	DS485538.1	=	NW_001846827.1	Primary Assembly	1115	chrUn_DS485538v1
211000022278257	unplaced-scaffold	na	na	DS485539.1	=	NW_001846828.1	Primary Assembly	1115	chrUn_DS485539v1
211000022279874	unplaced-scaffold	na	na	DS485540.1	=	NW_001846829.1	Primary Assembly	1114	chrUn_DS485540v1
211000022278248	unplaced-scaffold	na	na	DS485541.1	=	NW_001846830.1	Primary Assembly	1114	chrUn_DS485541v1
211000022278533	unplaced-scaffold	na	na	DS485542.1	=	NW_001846831.1	Primary Assembly	1114	chrUn_DS485542v1
211000022279399	unplaced-scaffold	na	na	DS485543.1	=	NW_001846832.1	Primary Assembly	1114	chrUn_DS485543v1
211000022279325	unplaced-scaffold	na	na	DS485544.1	=	NW_001846833.1	Primary Assembly	1114	chrUn_DS485544v1
211000022278886	unplaced-scaffold	na	na	DS485545.1	=	NW_001846834.1	Primary Assembly	1114	chrUn_DS485545v1
211000022278200	unplaced-scaffold	na	na	DS485547.1	=	NW_001846836.1	Primary Assembly	1112	chrUn_DS485547v1
211000022280702	unplaced-scaffold	na	na	DS485548.1	=	NW_001846837.1	Primary Assembly	1112	chrUn_DS485548v1
211000022279102	unplaced-scaffold	na	na	DS485557.1	=	NW_001846846.1	Primary Assembly	1110	chrUn_DS485557v1
211000022278309	unplaced-scaffold	na	na	DS485558.1	=	NW_001846847.1	Primary Assembly	1110	chrUn_DS485558v1
211000022280331	unplaced-scaffold	na	na	DS485559.1	=	NW_001846848.1	Primary Assembly	1110	chrUn_DS485559v1
211000022279014	unplaced-scaffold	na	na	DS485563.1	=	NW_001846852.1	Primary Assembly	1109	chrUn_DS485563v1
211000022280000	unplaced-scaffold	na	na	DS485565.1	=	NW_001846854.1	Primary Assembly	1109	chrUn_DS485565v1
211000022279089	unplaced-scaffold	na	na	DS485566.2	=	NW_001846855.2	Primary Assembly	544	chrUn_DS485566v2
211000022279933	unplaced-scaffold	na	na	DS485567.1	=	NW_001846856.1	Primary Assembly	1108	chrUn_DS485567v1
211000022279414	unplaced-scaffold	na	na	DS485569.1	=	NW_001846858.1	Primary Assembly	1108	chrUn_DS485569v1
211000022279510	unplaced-scaffold	na	na	DS485571.1	=	NW_001846860.1	Primary Assembly	1107	chrUn_DS485571v1
211000022278285	unplaced-scaffold	na	na	DS485572.1	=	NW_001846861.1	Primary Assembly	1107	chrUn_DS485572v1
211000022279923	unplaced-scaffold	na	na	DS485574.1	=	NW_001846863.1	Primary Assembly	1106	chrUn_DS485574v1
211000022278345	unplaced-scaffold	na	na	DS485578.1	=	NW_001846867.1	Primary Assembly	1105	chrUn_DS485578v1
211000022280123	unplaced-scaffold	na	na	DS485579.1	=	NW_001846868.1	Primary Assembly	1105	chrUn_DS485579v1
211000022278603	unplaced-scaffold	na	na	DS485581.1	=	NW_001846870.1	Primary Assembly	1105	chrUn_DS485581v1
211000022279355	unplaced-scaffold	na	na	DS485582.1	=	NW_001846871.1	Primary Assembly	1105	chrUn_DS485582v1
211000022279359	unplaced-scaffold	na	na	DS485583.1	=	NW_001846872.1	Primary Assembly	1105	chrUn_DS485583v1
211000022280097	unplaced-scaffold	na	na	DS485584.1	=	NW_001846873.1	Primary Assembly	1105	chrUn_DS485584v1
211000022278862	unplaced-scaffold	na	na	DS485585.1	=	NW_001846874.1	Primary Assembly	1103	chrUn_DS485585v1
211000022279659	unplaced-scaffold	na	na	DS485587.1	=	NW_001846876.1	Primary Assembly	1103	chrUn_DS485587v1
211000022279160	unplaced-scaffold	na	na	DS485588.1	=	NW_001846877.1	Primary Assembly	1103	chrUn_DS485588v1
211000022280193	unplaced-scaffold	na	na	DS485589.1	=	NW_001846878.1	Primary Assembly	1102	chrUn_DS485589v1
211000022280150	unplaced-scaffold	na	na	DS485591.1	=	NW_001846880.1	Primary Assembly	1102	chrUn_DS485591v1
211000022279965	unplaced-scaffold	na	na	DS485593.1	=	NW_001846882.1	Primary Assembly	1101	chrUn_DS485593v1
211000022280079	unplaced-scaffold	na	na	DS485595.1	=	NW_001846884.1	Primary Assembly	1101	chrUn_DS485595v1
211000022280685	unplaced-scaffold	na	na	DS485601.1	=	NW_001846890.1	Primary Assembly	1099	chrUn_DS485601v1
211000022278197	unplaced-scaffold	na	na	DS485602.1	=	NW_001846891.1	Primary Assembly	1099	chrUn_DS485602v1
211000022279057	unplaced-scaffold	na	na	DS485605.1	=	NW_001846894.1	Primary Assembly	1098	chrUn_DS485605v1
211000022279051	unplaced-scaffold	na	na	DS485607.1	=	NW_001846896.1	Primary Assembly	1097	chrUn_DS485607v1
211000022278090	unplaced-scaffold	na	na	DS485608.1	=	NW_001846897.1	Primary Assembly	1097	chrUn_DS485608v1
211000022280256	unplaced-scaffold	na	na	DS485609.1	=	NW_001846898.1	Primary Assembly	1096	chrUn_DS485609v1
211000022279975	unplaced-scaffold	na	na	DS485610.1	=	NW_001846899.1	Primary Assembly	1096	chrUn_DS485610v1
211000022279336	unplaced-scaffold	na	na	DS485614.1	=	NW_001846903.1	Primary Assembly	1094	chrUn_DS485614v1
211000022279880	unplaced-scaffold	na	na	DS485621.1	=	NW_001846910.1	Primary Assembly	1091	chrUn_DS485621v1
211000022279151	unplaced-scaffold	na	na	DS485622.1	=	NW_001846911.1	Primary Assembly	1090	chrUn_DS485622v1
211000022278537	unplaced-scaffold	na	na	DS485623.1	=	NW_001846912.1	Primary Assembly	1090	chrUn_DS485623v1
211000022280291	unplaced-scaffold	na	na	DS485624.1	=	NW_001846913.1	Primary Assembly	1090	chrUn_DS485624v1
211000022280075	unplaced-scaffold	na	na	DS485627.1	=	NW_001846916.1	Primary Assembly	1090	chrUn_DS485627v1
211000022279943	unplaced-scaffold	na	na	DS485628.1	=	NW_001846917.1	Primary Assembly	1089	chrUn_DS485628v1
211000022279672	unplaced-scaffold	na	na	DS485630.1	=	NW_001846919.1	Primary Assembly	1089	chrUn_DS485630v1
211000022279374	unplaced-scaffold	na	na	DS485632.1	=	NW_001846921.1	Primary Assembly	1088	chrUn_DS485632v1
211000022278349	unplaced-scaffold	na	na	DS485634.1	=	NW_001846923.1	Primary Assembly	1088	chrUn_DS485634v1
211000022279533	unplaced-scaffold	na	na	DS485636.1	=	NW_001846925.1	Primary Assembly	1088	chrUn_DS485636v1
211000022280065	unplaced-scaffold	na	na	DS485640.1	=	NW_001846929.1	Primary Assembly	1087	chrUn_DS485640v1
211000022279551	unplaced-scaffold	na	na	DS485642.1	=	NW_001846931.1	Primary Assembly	1087	chrUn_DS485642v1
211000022278223	unplaced-scaffold	na	na	DS485643.1	=	NW_001846932.1	Primary Assembly	1086	chrUn_DS485643v1
211000022280051	unplaced-scaffold	na	na	DS485648.1	=	NW_001846937.1	Primary Assembly	1086	chrUn_DS485648v1
211000022278761	unplaced-scaffold	na	na	DS485650.1	=	NW_001846939.1	Primary Assembly	1084	chrUn_DS485650v1
211000022280240	unplaced-scaffold	na	na	DS485653.1	=	NW_001846942.1	Primary Assembly	1084	chrUn_DS485653v1
211000022278660	unplaced-scaffold	na	na	DS485654.1	=	NW_001846943.1	Primary Assembly	1084	chrUn_DS485654v1
211000022279781	unplaced-scaffold	na	na	DS485655.1	=	NW_001846944.1	Primary Assembly	1083	chrUn_DS485655v1
211000022279578	unplaced-scaffold	na	na	DS485656.1	=	NW_001846945.1	Primary Assembly	1083	chrUn_DS485656v1
211000022279569	unplaced-scaffold	na	na	DS485657.1	=	NW_001846946.1	Primary Assembly	1083	chrUn_DS485657v1
211000022278573	unplaced-scaffold	na	na	DS485659.1	=	NW_001846948.1	Primary Assembly	1082	chrUn_DS485659v1
211000022278592	unplaced-scaffold	na	na	DS485661.1	=	NW_001846950.1	Primary Assembly	1081	chrUn_DS485661v1
211000022278859	unplaced-scaffold	na	na	DS485664.1	=	NW_001846953.1	Primary Assembly	1081	chrUn_DS485664v1
211000022279369	unplaced-scaffold	na	na	DS485666.1	=	NW_001846955.1	Primary Assembly	1080	chrUn_DS485666v1
211000022279824	unplaced-scaffold	na	na	DS485667.1	=	NW_001846956.1	Primary Assembly	1080	chrUn_DS485667v1
211000022278878	unplaced-scaffold	na	na	DS485668.1	=	NW_001846957.1	Primary Assembly	1080	chrUn_DS485668v1
211000022280084	unplaced-scaffold	na	na	DS485670.1	=	NW_001846959.1	Primary Assembly	1079	chrUn_DS485670v1
211000022279154	unplaced-scaffold	na	na	DS485671.1	=	NW_001846960.1	Primary Assembly	1079	chrUn_DS485671v1
211000022278371	unplaced-scaffold	na	na	DS485673.1	=	NW_001846962.1	Primary Assembly	1078	chrUn_DS485673v1
211000022278301	unplaced-scaffold	na	na	DS485675.1	=	NW_001846964.1	Primary Assembly	1078	chrUn_DS485675v1
211000022278241	unplaced-scaffold	na	na	DS485678.1	=	NW_001846967.1	Primary Assembly	1077	chrUn_DS485678v1
211000022279252	unplaced-scaffold	na	na	DS485679.1	=	NW_001846968.1	Primary Assembly	1077	chrUn_DS485679v1
211000022279141	unplaced-scaffold	na	na	DS485681.1	=	NW_001846970.1	Primary Assembly	1076	chrUn_DS485681v1
211000022279013	unplaced-scaffold	na	na	DS485682.1	=	NW_001846971.1	Primary Assembly	1076	chrUn_DS485682v1
211000022278776	unplaced-scaffold	na	na	DS485683.1	=	NW_001846972.1	Primary Assembly	1076	chrUn_DS485683v1
211000022279155	unplaced-scaffold	na	na	DS485684.1	=	NW_001846973.1	Primary Assembly	1076	chrUn_DS485684v1
211000022278917	unplaced-scaffold	na	na	DS485686.1	=	NW_001846975.1	Primary Assembly	1075	chrUn_DS485686v1
211000022278903	unplaced-scaffold	na	na	DS485688.1	=	NW_001846977.1	Primary Assembly	1075	chrUn_DS485688v1
211000022279959	unplaced-scaffold	na	na	DS485692.1	=	NW_001846981.1	Primary Assembly	1074	chrUn_DS485692v1
211000022278730	unplaced-scaffold	na	na	DS485693.1	=	NW_001846982.1	Primary Assembly	1074	chrUn_DS485693v1
211000022280054	unplaced-scaffold	na	na	DS485694.1	=	NW_001846983.1	Primary Assembly	1074	chrUn_DS485694v1
211000022280427	unplaced-scaffold	na	na	DS485695.2	=	NW_001846984.2	Primary Assembly	564	chrUn_DS485695v2
211000022278600	unplaced-scaffold	na	na	DS485701.1	=	NW_001846990.1	Primary Assembly	1072	chrUn_DS485701v1
211000022278311	unplaced-scaffold	na	na	DS485703.1	=	NW_001846992.1	Primary Assembly	1071	chrUn_DS485703v1
211000022279624	unplaced-scaffold	na	na	DS485709.1	=	NW_001846998.1	Primary Assembly	1070	chrUn_DS485709v1
211000022278441	unplaced-scaffold	na	na	DS485711.1	=	NW_001847000.1	Primary Assembly	1070	chrUn_DS485711v1
211000022279430	unplaced-scaffold	na	na	DS485712.1	=	NW_001847001.1	Primary Assembly	1070	chrUn_DS485712v1
211000022279742	unplaced-scaffold	na	na	DS485714.1	=	NW_001847003.1	Primary Assembly	1069	chrUn_DS485714v1
211000022279592	unplaced-scaffold	na	na	DS485717.1	=	NW_001847006.1	Primary Assembly	1069	chrUn_DS485717v1
211000022278526	unplaced-scaffold	na	na	DS485722.1	=	NW_001847011.1	Primary Assembly	1067	chrUn_DS485722v1
211000022280350	unplaced-scaffold	na	na	DS485724.1	=	NW_001847013.1	Primary Assembly	1067	chrUn_DS485724v1
211000022279405	unplaced-scaffold	na	na	DS485725.1	=	NW_001847014.1	Primary Assembly	1066	chrUn_DS485725v1
211000022279727	unplaced-scaffold	na	na	DS485728.1	=	NW_001847017.1	Primary Assembly	1064	chrUn_DS485728v1
211000022279149	unplaced-scaffold	na	na	DS485729.1	=	NW_001847018.1	Primary Assembly	1064	chrUn_DS485729v1
211000022278276	unplaced-scaffold	na	na	DS485733.1	=	NW_001847022.1	Primary Assembly	1063	chrUn_DS485733v1
211000022279584	unplaced-scaffold	na	na	DS485737.1	=	NW_001847026.1	Primary Assembly	1063	chrUn_DS485737v1
211000022278699	unplaced-scaffold	na	na	DS485740.1	=	NW_001847029.1	Primary Assembly	1063	chrUn_DS485740v1
211000022278253	unplaced-scaffold	na	na	DS485741.1	=	NW_001847030.1	Primary Assembly	1063	chrUn_DS485741v1
211000022279242	unplaced-scaffold	na	na	DS485742.1	=	NW_001847031.1	Primary Assembly	1062	chrUn_DS485742v1
211000022278540	unplaced-scaffold	na	na	DS485743.1	=	NW_001847032.1	Primary Assembly	1062	chrUn_DS485743v1
211000022280142	unplaced-scaffold	na	na	DS485746.1	=	NW_001847035.1	Primary Assembly	1062	chrUn_DS485746v1
211000022278385	unplaced-scaffold	na	na	DS485747.1	=	NW_001847036.1	Primary Assembly	1062	chrUn_DS485747v1
211000022278260	unplaced-scaffold	na	na	DS485748.1	=	NW_001847037.1	Primary Assembly	1061	chrUn_DS485748v1
211000022279927	unplaced-scaffold	na	na	DS485750.1	=	NW_001847039.1	Primary Assembly	1060	chrUn_DS485750v1
211000022278881	unplaced-scaffold	na	na	DS485751.1	=	NW_001847040.1	Primary Assembly	1060	chrUn_DS485751v1
211000022278720	unplaced-scaffold	na	na	DS485753.1	=	NW_001847042.1	Primary Assembly	1059	chrUn_DS485753v1
211000022279952	unplaced-scaffold	na	na	DS485754.1	=	NW_001847043.1	Primary Assembly	1059	chrUn_DS485754v1
211000022279782	unplaced-scaffold	na	na	DS485757.1	=	NW_001847046.1	Primary Assembly	1058	chrUn_DS485757v1
211000022278106	unplaced-scaffold	na	na	DS485760.1	=	NW_001847049.1	Primary Assembly	1058	chrUn_DS485760v1
211000022278989	unplaced-scaffold	na	na	DS485766.1	=	NW_001847055.1	Primary Assembly	1056	chrUn_DS485766v1
211000022279814	unplaced-scaffold	na	na	DS485770.1	=	NW_001847059.1	Primary Assembly	1055	chrUn_DS485770v1
211000022278571	unplaced-scaffold	na	na	DS485773.1	=	NW_001847062.1	Primary Assembly	1054	chrUn_DS485773v1
211000022279885	unplaced-scaffold	na	na	DS485774.1	=	NW_001847063.1	Primary Assembly	1053	chrUn_DS485774v1
211000022279506	unplaced-scaffold	na	na	DS485775.1	=	NW_001847064.1	Primary Assembly	1053	chrUn_DS485775v1
211000022279572	unplaced-scaffold	na	na	DS485780.1	=	NW_001847069.1	Primary Assembly	1053	chrUn_DS485780v1
211000022278530	unplaced-scaffold	na	na	DS485781.1	=	NW_001847070.1	Primary Assembly	1052	chrUn_DS485781v1
211000022278199	unplaced-scaffold	na	na	DS485783.1	=	NW_001847072.1	Primary Assembly	1052	chrUn_DS485783v1
211000022278357	unplaced-scaffold	na	na	DS485788.1	=	NW_001847077.1	Primary Assembly	1051	chrUn_DS485788v1
211000022278419	unplaced-scaffold	na	na	DS485789.1	=	NW_001847078.1	Primary Assembly	1051	chrUn_DS485789v1
211000022280043	unplaced-scaffold	na	na	DS485792.1	=	NW_001847081.1	Primary Assembly	1050	chrUn_DS485792v1
211000022278410	unplaced-scaffold	na	na	DS485793.1	=	NW_001847082.1	Primary Assembly	1050	chrUn_DS485793v1
211000022278501	unplaced-scaffold	na	na	DS485794.1	=	NW_001847083.1	Primary Assembly	1049	chrUn_DS485794v1
211000022279424	unplaced-scaffold	na	na	DS485796.1	=	NW_001847085.1	Primary Assembly	1049	chrUn_DS485796v1
211000022279286	unplaced-scaffold	na	na	DS485802.1	=	NW_001847091.1	Primary Assembly	1048	chrUn_DS485802v1
211000022279258	unplaced-scaffold	na	na	DS485803.1	=	NW_001847092.1	Primary Assembly	1048	chrUn_DS485803v1
211000022280069	unplaced-scaffold	na	na	DS485806.1	=	NW_001847095.1	Primary Assembly	1048	chrUn_DS485806v1
211000022280149	unplaced-scaffold	na	na	DS485807.1	=	NW_001847096.1	Primary Assembly	1048	chrUn_DS485807v1
211000022278339	unplaced-scaffold	na	na	DS485808.1	=	NW_001847097.1	Primary Assembly	1047	chrUn_DS485808v1
211000022278641	unplaced-scaffold	na	na	DS485810.1	=	NW_001847099.1	Primary Assembly	1047	chrUn_DS485810v1
211000022278804	unplaced-scaffold	na	na	DS485812.1	=	NW_001847101.1	Primary Assembly	1047	chrUn_DS485812v1
211000022279465	unplaced-scaffold	na	na	DS485818.1	=	NW_001847107.1	Primary Assembly	1045	chrUn_DS485818v1
211000022279168	unplaced-scaffold	na	na	DS485820.1	=	NW_001847109.1	Primary Assembly	1045	chrUn_DS485820v1
211000022278535	unplaced-scaffold	na	na	DS485821.1	=	NW_001847110.1	Primary Assembly	1045	chrUn_DS485821v1
211000022278240	unplaced-scaffold	na	na	DS485822.1	=	NW_001847111.1	Primary Assembly	1045	chrUn_DS485822v1
211000022279387	unplaced-scaffold	na	na	DS485823.1	=	NW_001847112.1	Primary Assembly	1044	chrUn_DS485823v1
211000022278427	unplaced-scaffold	na	na	DS485825.1	=	NW_001847114.1	Primary Assembly	1044	chrUn_DS485825v1
211000022278985	unplaced-scaffold	na	na	DS485826.1	=	NW_001847115.1	Primary Assembly	1044	chrUn_DS485826v1
211000022279771	unplaced-scaffold	na	na	DS485827.1	=	NW_001847116.1	Primary Assembly	1043	chrUn_DS485827v1
211000022278996	unplaced-scaffold	na	na	DS485828.1	=	NW_001847117.1	Primary Assembly	1043	chrUn_DS485828v1
211000022280168	unplaced-scaffold	na	na	DS485832.1	=	NW_001847121.1	Primary Assembly	1042	chrUn_DS485832v1
211000022279740	unplaced-scaffold	na	na	DS485833.1	=	NW_001847122.1	Primary Assembly	1042	chrUn_DS485833v1
211000022278599	unplaced-scaffold	na	na	DS485838.1	=	NW_001847127.1	Primary Assembly	1042	chrUn_DS485838v1
211000022279329	unplaced-scaffold	na	na	DS485841.1	=	NW_001847130.1	Primary Assembly	1041	chrUn_DS485841v1
211000022278983	unplaced-scaffold	na	na	DS485842.1	=	NW_001847131.1	Primary Assembly	1041	chrUn_DS485842v1
211000022278305	unplaced-scaffold	na	na	DS485846.1	=	NW_001847135.1	Primary Assembly	1040	chrUn_DS485846v1
211000022279271	unplaced-scaffold	na	na	DS485847.1	=	NW_001847136.1	Primary Assembly	1040	chrUn_DS485847v1
211000022280117	unplaced-scaffold	na	na	DS485848.1	=	NW_001847137.1	Primary Assembly	1040	chrUn_DS485848v1
211000022279443	unplaced-scaffold	na	na	DS485850.1	=	NW_001847139.1	Primary Assembly	1039	chrUn_DS485850v1
211000022280025	unplaced-scaffold	na	na	DS485851.1	=	NW_001847140.1	Primary Assembly	1039	chrUn_DS485851v1
211000022278291	unplaced-scaffold	na	na	DS485853.1	=	NW_001847142.1	Primary Assembly	1038	chrUn_DS485853v1
211000022278517	unplaced-scaffold	na	na	DS485854.1	=	NW_001847143.1	Primary Assembly	1038	chrUn_DS485854v1
211000022278158	unplaced-scaffold	na	na	DS485859.1	=	NW_001847148.1	Primary Assembly	1036	chrUn_DS485859v1
211000022278970	unplaced-scaffold	na	na	DS485863.1	=	NW_001847152.1	Primary Assembly	1035	chrUn_DS485863v1
211000022278562	unplaced-scaffold	na	na	DS485864.1	=	NW_001847153.1	Primary Assembly	1035	chrUn_DS485864v1
211000022279053	unplaced-scaffold	na	na	DS485867.1	=	NW_001847156.1	Primary Assembly	1035	chrUn_DS485867v1
211000022279050	unplaced-scaffold	na	na	DS485868.1	=	NW_001847157.1	Primary Assembly	1035	chrUn_DS485868v1
211000022278453	unplaced-scaffold	na	na	DS485870.1	=	NW_001847159.1	Primary Assembly	1033	chrUn_DS485870v1
211000022278541	unplaced-scaffold	na	na	DS485872.1	=	NW_001847161.1	Primary Assembly	1033	chrUn_DS485872v1
211000022279906	unplaced-scaffold	na	na	DS485874.1	=	NW_001847163.1	Primary Assembly	1033	chrUn_DS485874v1
211000022279599	unplaced-scaffold	na	na	DS485876.1	=	NW_001847165.1	Primary Assembly	1032	chrUn_DS485876v1
211000022280178	unplaced-scaffold	na	na	DS485878.1	=	NW_001847167.1	Primary Assembly	1032	chrUn_DS485878v1
211000022279356	unplaced-scaffold	na	na	DS485880.1	=	NW_001847169.1	Primary Assembly	1031	chrUn_DS485880v1
211000022280014	unplaced-scaffold	na	na	DS485882.1	=	NW_001847171.1	Primary Assembly	1031	chrUn_DS485882v1
211000022278680	unplaced-scaffold	na	na	DS485883.1	=	NW_001847172.1	Primary Assembly	1030	chrUn_DS485883v1
211000022278588	unplaced-scaffold	na	na	DS485886.1	=	NW_001847175.1	Primary Assembly	1030	chrUn_DS485886v1
211000022279117	unplaced-scaffold	na	na	DS485887.1	=	NW_001847176.1	Primary Assembly	1029	chrUn_DS485887v1
211000022280011	unplaced-scaffold	na	na	DS485889.1	=	NW_001847178.1	Primary Assembly	1029	chrUn_DS485889v1
211000022278386	unplaced-scaffold	na	na	DS485891.1	=	NW_001847180.1	Primary Assembly	1029	chrUn_DS485891v1
211000022278948	unplaced-scaffold	na	na	DS485893.1	=	NW_001847182.1	Primary Assembly	1029	chrUn_DS485893v1
211000022280266	unplaced-scaffold	na	na	DS485897.1	=	NW_001847186.1	Primary Assembly	1028	chrUn_DS485897v1
211000022278884	unplaced-scaffold	na	na	DS485900.1	=	NW_001847189.1	Primary Assembly	1027	chrUn_DS485900v1
211000022279120	unplaced-scaffold	na	na	DS485902.1	=	NW_001847191.1	Primary Assembly	1026	chrUn_DS485902v1
211000022279351	unplaced-scaffold	na	na	DS485903.1	=	NW_001847192.1	Primary Assembly	1026	chrUn_DS485903v1
211000022278898	unplaced-scaffold	na	na	DS485904.1	=	NW_001847193.1	Primary Assembly	1025	chrUn_DS485904v1
211000022278972	unplaced-scaffold	na	na	DS485905.1	=	NW_001847194.1	Primary Assembly	1025	chrUn_DS485905v1
211000022278207	unplaced-scaffold	na	na	DS485906.1	=	NW_001847195.1	Primary Assembly	1025	chrUn_DS485906v1
211000022278377	unplaced-scaffold	na	na	DS485907.1	=	NW_001847196.1	Primary Assembly	1025	chrUn_DS485907v1
211000022279526	unplaced-scaffold	na	na	DS485911.1	=	NW_001847200.1	Primary Assembly	1023	chrUn_DS485911v1
211000022279262	unplaced-scaffold	na	na	DS485912.1	=	NW_001847201.1	Primary Assembly	1022	chrUn_DS485912v1
211000022279289	unplaced-scaffold	na	na	DS485915.1	=	NW_001847204.1	Primary Assembly	1022	chrUn_DS485915v1
211000022279195	unplaced-scaffold	na	na	DS485917.1	=	NW_001847206.1	Primary Assembly	1022	chrUn_DS485917v1
211000022279954	unplaced-scaffold	na	na	DS485918.1	=	NW_001847207.1	Primary Assembly	1021	chrUn_DS485918v1
211000022278031	unplaced-scaffold	na	na	DS485919.1	=	NW_001847208.1	Primary Assembly	1021	chrUn_DS485919v1
211000022279809	unplaced-scaffold	na	na	DS485923.1	=	NW_001847212.1	Primary Assembly	1021	chrUn_DS485923v1
211000022278287	unplaced-scaffold	na	na	DS485925.1	=	NW_001847214.1	Primary Assembly	1020	chrUn_DS485925v1
211000022278585	unplaced-scaffold	na	na	DS485929.1	=	NW_001847218.1	Primary Assembly	1020	chrUn_DS485929v1
211000022279785	unplaced-scaffold	na	na	DS485932.1	=	NW_001847221.1	Primary Assembly	1019	chrUn_DS485932v1
